Command,Category,Description
lsmod  /srv/www/,Linux,
at -y network.log,Linux,
mount -o,Linux,
tmux -i,Linux,
ping,Linux,
pvmove --force /var/log/,Linux,
htop -n file.txt,Linux,
gzip,Linux,
strace -e,Linux,
sudo,Linux,
vgremove -m,Linux,
strace --force dir1,Linux,
less  disk.img,Linux,
userdel,Linux,
lsblk  /dev/sda1,Linux,
ftp --force,Linux,
cut,Linux,
export -x playbook.yml,Linux,
parted,Linux,
grub2-install  /etc/,Linux,
lsblk -n,Linux,
du  config.yaml,Linux,
initramfs -q /home/user/,Linux,
dmsetup  /usr/local/,Linux,
mkfs.hfsplus,Linux,
fsck -g,Linux,
update-grub -z /dev/sda1,Linux,
updatedb,Linux,
killall -e,Linux,
updatedb -u,Linux,
tail -p file2.txt,Linux,
lshw  index.html,Linux,
pvscan,Linux,
tar --quiet,Linux,
umount  usb.img,Linux,
vgscan,Linux,
lvcreate -x,Linux,
systemctl -b script.sh,Linux,
dracut  file1.log,Linux,
getfacl --dry-run index.html,Linux,
setfacl,Linux,
cryptsetup -u,Linux,
ifconfig --recursive,Linux,
mkpasswd --help,Linux,
mkinitrd -s network.log,Linux,
history  /usr/local/,Linux,
depmod,Linux,
initramfs -m,Linux,
mkinitrd  report.csv,Linux,
rmmod,Linux,
getfacl,Linux,
tee,Linux,
chmod,Linux,
watch,Linux,
route -f,Linux,
nano -h network.log,Linux,
lsusb -b disk.img,Linux,
cryptdisks_stop,Linux,
gdisk,Linux,
groupadd  /home/user/,Linux,
umount --version,Linux,
depmod  style.css,Linux,
cryptsetup -p,Linux,
umount -y,Linux,
update-initramfs,Linux,
kill -a /usr/local/,Linux,
lsblk,Linux,
sftp,Linux,
bg,Linux,
sort -m /mnt/usb,Linux,
cryptdisks_stop -d main.py,Linux,
pvmove,Linux,
mkfs.xfs -s,Linux,
setfacl -n backup.tar,Linux,
passwd  docker-compose.yml,Linux,
dracut --verbose main.py,Linux,
grub2-install -z playbook.yml,Linux,
date --dry-run /tmp/,Linux,
date  config.conf,Linux,
insmod  /usr/local/,Linux,
cryptsetup -l,Linux,
kill -b logfile.log,Linux,
swapon  /var/log/,Linux,
update-grub -u,Linux,
mkpasswd  report.csv,Linux,
setfacl --quiet dir2,Linux,
chmod -v /usr/local/,Linux,
date,Linux,
vgcreate -m,Linux,
modinfo -h usb.img,Linux,
grub-install -z,Linux,
grub2-mkconfig --quiet,Linux,
watch  backup.tar,Linux,
dracut  config.yaml,Linux,
fsck -f playbook.yml,Linux,
cryptdisks_start -o,Linux,
dracut,Linux,
shutdown --quiet style.css,Linux,
grub2-install -z playbook.yml,Linux,
grub-mkconfig -n,Linux,
getfacl -s,Linux,
fsck,Linux,
losetup,Linux,
mkfs.btrfs  dir2,Linux,
mkinitrd  network.log,Linux,
touch,Linux,
mkfs.msdos,Linux,
ssh,Linux,
netstat -y,Linux,
blkid  docker-compose.yml,Linux,
mv --help,Linux,
bg  logfile.log,Linux,
hostname -m,Linux,
awk  /home/user/,Linux,
fsck,Linux,
lvm,Linux,
dmstats -e,Linux,
uname -f,Linux,
grub-install,Linux,
gzip  script.sh,Linux,
groupadd -f report.csv,Linux,
parted,Linux,
ifconfig -p app.js,Linux,
groupmod --verbose backup.tar,Linux,
ln  network.log,Linux,
mount  file.txt,Linux,
gzip  app.js,Linux,
modprobe --recursive,Linux,
export  dir1,Linux,
mkinitramfs -l,Linux,
pvmove -i /srv/www/,Linux,
mount,Linux,
du  /dev/sda1,Linux,
userdel -f network.log,Linux,
mkfs.hfsplus -e backup.tar,Linux,
modprobe,Linux,
kill --all kubernetes.yml,Linux,
mount -v /mnt/usb,Linux,
tar,Linux,
grub2-install  script.sh,Linux,
dnf -b,Linux,
du -c,Linux,
gpasswd  /dev/sda1,Linux,
groupadd -d /srv/www/,Linux,
curl --force network.log,Linux,
pvresize --interactive,Linux,
grub2-mkconfig,Linux,
dmstats -g config.yaml,Linux,
grub2-install  archive.tar.gz,Linux,
cryptdisks_stop,Linux,
watch,Linux,
grub-mkconfig,Linux,
pvresize --version /tmp/,Linux,
reboot,Linux,
mkfs.ext4,Linux,
parted -v config.conf,Linux,
mkfs.vfat,Linux,
ssh,Linux,
tmux  backup.tar,Linux,
gzip -u /home/user/,Linux,
vgreduce --dry-run kubernetes.yml,Linux,
free -g index.html,Linux,
usermod  network.log,Linux,
lsblk,Linux,
mount -p,Linux,
df --help,Linux,
df -r logfile.log,Linux,
pvmove,Linux,
systemctl,Linux,
tail  /dev/sda1,Linux,
cryptsetup -z,Linux,
mkfs.msdos -h,Linux,
lvdisplay  backup.tar,Linux,
getfacl,Linux,
shutdown  playbook.yml,Linux,
fdisk  index.html,Linux,
sfdisk  file.txt,Linux,
mkfs.ntfs  docker-compose.yml,Linux,
nohup,Linux,
grub-install,Linux,
ps -b,Linux,
hostname,Linux,
vim,Linux,
less,Linux,
lvremove -c style.css,Linux,
yum  config.conf,Linux,
less --recursive /etc/,Linux,
awk  backup.tar,Linux,
du,Linux,
chage -f,Linux,
mkinitrd,Linux,
pvdisplay --verbose backup.tar,Linux,
uptime,Linux,
mkfs.xfs --all,Linux,
passwd -b dir1,Linux,
tar -r docker-compose.yml,Linux,
lvremove  disk.img,Linux,
grub-mkconfig,Linux,
rmdir -b,Linux,
rsync -q,Linux,
batch -w,Linux,
modprobe  config.conf,Linux,
modprobe,Linux,
service -s /etc/,Linux,
kpartx,Linux,
iostat -g,Linux,
dmesg -z,Linux,
mkinitramfs,Linux,
vgreduce  app.js,Linux,
e2fsck --version dir2,Linux,
pvscan -g /usr/local/,Linux,
grub-mkconfig -b output.txt,Linux,
mkfs.minix --quiet /home/user/,Linux,
bg -u logfile.log,Linux,
mkdir  /home/user/,Linux,
cryptdisks_stop,Linux,
losetup -p dir2,Linux,
mkfs.vfat,Linux,
ssh -c report.csv,Linux,
df  style.css,Linux,
yum --quiet,Linux,
chmod,Linux,
wget -n app.js,Linux,
mkfs.ext4 -y network.log,Linux,
vgdisplay  main.py,Linux,
sftp -m,Linux,
stat  /dev/sda1,Linux,
chmod --dry-run kubernetes.yml,Linux,
ls -r style.css,Linux,
lvm -a,Linux,
updatedb,Linux,
lvscan  config.conf,Linux,
mkswap -c archive.tar.gz,Linux,
uptime --version backup.tar,Linux,
lsblk,Linux,
rm --help dir2,Linux,
blkid  archive.tar.gz,Linux,
mkfs.vfat  dir1,Linux,
uniq  style.css,Linux,
dnf,Linux,
df,Linux,
grub-install,Linux,
grub2-install,Linux,
ifconfig --recursive docker-compose.yml,Linux,
groupmod,Linux,
cd,Linux,
chmod -q,Linux,
setfacl --force style.css,Linux,
swapoff --quiet logfile.log,Linux,
ps  file.txt,Linux,
lvremove -q,Linux,
cryptsetup -l main.py,Linux,
grub-install,Linux,
man -i dir2,Linux,
scp,Linux,
ftp --recursive,Linux,
tmux --dry-run,Linux,
update-grub -x index.html,Linux,
ftp  report.csv,Linux,
grep  output.txt,Linux,
yum -y,Linux,
depmod -b,Linux,
pvresize  script.sh,Linux,
lsattr --dry-run,Linux,
reboot  output.txt,Linux,
mkfs.hfsplus  /etc/,Linux,
htop -r,Linux,
pvresize -o,Linux,
mkfs.xfs -f,Linux,
mkfs.xfs --all,Linux,
chattr -w,Linux,
hostname  script.sh,Linux,
su -v,Linux,
lsusb,Linux,
sort,Linux,
grep,Linux,
mount,Linux,
vgremove -h config.yaml,Linux,
kpartx -s network.log,Linux,
fsck,Linux,
userdel,Linux,
cryptsetup  network.log,Linux,
gzip,Linux,
batch  archive.tar.gz,Linux,
vgcreate,Linux,
lsof  /mnt/usb,Linux,
lvremove -f,Linux,
tar -r docker-compose.yml,Linux,
cp --help playbook.yml,Linux,
mkswap,Linux,
grub-mkconfig -e output.txt,Linux,
passwd --recursive output.txt,Linux,
sudo,Linux,
export  kubernetes.yml,Linux,
touch  file1.log,Linux,
netstat -x usb.img,Linux,
vgextend --dry-run app.js,Linux,
strace -z backup.tar,Linux,
lvremove,Linux,
tr  /var/log/,Linux,
mkswap -b kubernetes.yml,Linux,
tune2fs,Linux,
mkfs.msdos -w file2.txt,Linux,
lsblk -l,Linux,
lvcreate,Linux,
jobs -x,Linux,
mkfs.xfs -a,Linux,
kpartx --version config.conf,Linux,
stat,Linux,
ftp  disk.img,Linux,
passwd  dir2,Linux,
getfacl,Linux,
mv,Linux,
blkid -z,Linux,
top -z app.js,Linux,
grub2-install,Linux,
parted,Linux,
dmsetup,Linux,
gunzip,Linux,
xargs -p config.conf,Linux,
swapon  /usr/local/,Linux,
cryptsetup  output.txt,Linux,
mkfs.minix -y /tmp/,Linux,
cal,Linux,
echo  /etc/,Linux,
dracut,Linux,
userdel  script.sh,Linux,
lvremove,Linux,
lsblk  file1.log,Linux,
df -x,Linux,
initramfs -h dir2,Linux,
bg -n,Linux,
screen -a /home/user/,Linux,
mdadm,Linux,
vgcreate -v,Linux,
mkinitramfs  docker-compose.yml,Linux,
mkfs.minix -w,Linux,
gzip,Linux,
locate,Linux,
rmdir,Linux,
mkswap  docker-compose.yml,Linux,
visudo --recursive,Linux,
alias,Linux,
e2fsck,Linux,
userdel  logfile.log,Linux,
update-grub,Linux,
echo,Linux,
tee  archive.tar.gz,Linux,
fsck  /tmp/,Linux,
groupdel -x,Linux,
update-grub -r,Linux,
grub2-install  disk.img,Linux,
lvextend -o,Linux,
scp,Linux,
pwd,Linux,
modprobe,Linux,
visudo,Linux,
chage  /mnt/usb,Linux,
cryptdisks_start --all config.conf,Linux,
lvextend,Linux,
initramfs --interactive,Linux,
shutdown  network.log,Linux,
gdisk  /tmp/,Linux,
pvremove -w backup.tar,Linux,
lvm -g file.txt,Linux,
alias,Linux,
journalctl -g config.yaml,Linux,
grub2-install --quiet,Linux,
pwd  report.csv,Linux,
chmod -z /usr/local/,Linux,
uptime -b playbook.yml,Linux,
touch,Linux,
jobs -x,Linux,
df  /var/log/,Linux,
chmod  main.py,Linux,
update-grub  file1.log,Linux,
passwd  docker-compose.yml,Linux,
sfdisk -z /var/log/,Linux,
mkswap -z /tmp/,Linux,
curl,Linux,
vim,Linux,
ls,Linux,
find --verbose,Linux,
fsck -d,Linux,
watch  backup.tar,Linux,
mkfs.hfsplus -l,Linux,
df  dir1,Linux,
tr,Linux,
update-grub -v,Linux,
groupmod --verbose backup.tar,Linux,
du  /tmp/,Linux,
apt-get -o usb.img,Linux,
mkfs.ntfs  /dev/sda1,Linux,
update-grub  file1.log,Linux,
echo,Linux,
hostname -m,Linux,
uptime -e /dev/sda1,Linux,
locate,Linux,
iostat  file1.log,Linux,
mount,Linux,
htop --force script.sh,Linux,
fsck -z,Linux,
scp --interactive,Linux,
modprobe -u main.py,Linux,
getfacl --version main.py,Linux,
losetup --version main.py,Linux,
sudo -l usb.img,Linux,
uname  file.txt,Linux,
blkid  network.log,Linux,
sudo  logfile.log,Linux,
umount,Linux,
df -g,Linux,
mkfs.hfsplus -y,Linux,
ln  /usr/local/,Linux,
update-grub -f docker-compose.yml,Linux,
touch  file2.txt,Linux,
lvextend,Linux,
cal,Linux,
dmstats  /dev/sda1,Linux,
lsblk,Linux,
screen -d,Linux,
gpasswd,Linux,
initramfs,Linux,
sed -b /mnt/usb,Linux,
chown  /tmp/,Linux,
dmesg -p /etc/,Linux,
grub-install  kubernetes.yml,Linux,
gzip,Linux,
umount  file.txt,Linux,
cat -n,Linux,
fdisk  config.yaml,Linux,
fsck,Linux,
update-initramfs -t,Linux,
mkfs.ext4 --recursive playbook.yml,Linux,
dmstats  /srv/www/,Linux,
du  logfile.log,Linux,
jobs -p,Linux,
lshw,Linux,
grub-install  /var/log/,Linux,
grub2-mkconfig  style.css,Linux,
mkfs.hfsplus,Linux,
tmux -d playbook.yml,Linux,
touch  file2.txt,Linux,
head,Linux,
cut,Linux,
chown  app.js,Linux,
lvcreate -u kubernetes.yml,Linux,
mkfs.hfsplus --force,Linux,
locate -z,Linux,
echo,Linux,
uptime  config.conf,Linux,
lvextend  playbook.yml,Linux,
mkfs.minix -z /var/log/,Linux,
mkfs.ext4 --recursive /mnt/usb,Linux,
lvreduce -t backup.tar,Linux,
dracut  dir1,Linux,
dmstats -g,Linux,
kill,Linux,
pwd,Linux,
e2fsck  dir1,Linux,
netstat -l,Linux,
groupmod --version,Linux,
mkfs.btrfs -l /srv/www/,Linux,
grub2-mkconfig --interactive,Linux,
lshw --dry-run,Linux,
vgremove -v /srv/www/,Linux,
netstat -c,Linux,
xargs -s,Linux,
gpasswd  /dev/sda1,Linux,
modprobe  output.txt,Linux,
hostname -h output.txt,Linux,
service -z app.js,Linux,
pvscan -p,Linux,
tune2fs -z config.yaml,Linux,
lsblk -l disk.img,Linux,
cryptdisks_stop --force,Linux,
lspci -t playbook.yml,Linux,
lvdisplay -x /home/user/,Linux,
mkfs  file1.log,Linux,
dmsetup,Linux,
cat -l /srv/www/,Linux,
fsck --help app.js,Linux,
reboot --interactive,Linux,
du -d,Linux,
ln  docker-compose.yml,Linux,
lsblk --dry-run archive.tar.gz,Linux,
du,Linux,
route,Linux,
losetup -s /tmp/,Linux,
dnf -y usb.img,Linux,
lspci,Linux,
tune2fs,Linux,
fsck -g,Linux,
modprobe  app.js,Linux,
initramfs -s index.html,Linux,
grub2-mkconfig,Linux,
bg --interactive config.yaml,Linux,
scp -w dir2,Linux,
cp  style.css,Linux,
curl -n disk.img,Linux,
lsblk  file.txt,Linux,
kpartx -a,Linux,
dracut  /home/user/,Linux,
useradd -m,Linux,
vgreduce  /home/user/,Linux,
kill --quiet /dev/sda1,Linux,
grub2-mkconfig -n /mnt/usb,Linux,
rsync,Linux,
lsblk -f index.html,Linux,
pvmove,Linux,
initramfs --force main.py,Linux,
e2fsck  /var/log/,Linux,
lvremove  logfile.log,Linux,
gdisk  index.html,Linux,
lspci -y,Linux,
chmod  logfile.log,Linux,
dnf --verbose,Linux,
pvmove -e,Linux,
mkfs.hfsplus  /home/user/,Linux,
mkdir,Linux,
strace -i file2.txt,Linux,
cut -n config.conf,Linux,
sed  index.html,Linux,
tar  kubernetes.yml,Linux,
mkswap --help report.csv,Linux,
htop -c usb.img,Linux,
blkid  kubernetes.yml,Linux,
lspci --interactive /mnt/usb,Linux,
pkill,Linux,
uptime,Linux,
netstat -x usb.img,Linux,
service -q,Linux,
vgremove,Linux,
dracut  archive.tar.gz,Linux,
grub-mkconfig -c /dev/sda1,Linux,
grub-mkconfig --verbose /dev/sda1,Linux,
dmstats -g config.yaml,Linux,
df -d,Linux,
lsmod  dir1,Linux,
fdisk -n /etc/,Linux,
dracut  /usr/local/,Linux,
vgdisplay,Linux,
journalctl  report.csv,Linux,
chattr --quiet /etc/,Linux,
history  /var/log/,Linux,
dmstats  /var/log/,Linux,
ftp --quiet,Linux,
initramfs  /var/log/,Linux,
mkinitramfs,Linux,
cryptdisks_stop,Linux,
rsync,Linux,
mkfs.btrfs -s /tmp/,Linux,
mkfs.ext4 --verbose,Linux,
iptables --dry-run,Linux,
gdisk -w,Linux,
ls -y,Linux,
journalctl  script.sh,Linux,
lshw  /tmp/,Linux,
grep,Linux,
mkfs.vfat -s app.js,Linux,
lvextend -b,Linux,
modprobe,Linux,
vgscan --help,Linux,
blkid --interactive network.log,Linux,
alias,Linux,
dnf --quiet,Linux,
touch,Linux,
resize2fs,Linux,
pvscan -p,Linux,
nano,Linux,
jobs -v,Linux,
chgrp,Linux,
rmmod -a disk.img,Linux,
grub2-install -i disk.img,Linux,
chmod,Linux,
depmod -t docker-compose.yml,Linux,
lvextend -s output.txt,Linux,
halt -p /tmp/,Linux,
wget  file.txt,Linux,
apt-get -u,Linux,
tmux  output.txt,Linux,
sudo,Linux,
pkill  dir1,Linux,
parted -e,Linux,
scp -w,Linux,
pvresize  /tmp/,Linux,
sudoedit -t archive.tar.gz,Linux,
chown,Linux,
uname,Linux,
tune2fs  kubernetes.yml,Linux,
stat  disk.img,Linux,
jobs --help logfile.log,Linux,
ping  /mnt/usb,Linux,
mkfs.btrfs  docker-compose.yml,Linux,
cryptdisks_start  /etc/,Linux,
losetup -c file.txt,Linux,
blkid,Linux,
gdisk -z,Linux,
lvdisplay  kubernetes.yml,Linux,
sudoedit,Linux,
mkfs.ntfs -c /home/user/,Linux,
grub2-mkconfig  file1.log,Linux,
partprobe --interactive dir2,Linux,
dmidecode -c playbook.yml,Linux,
modprobe,Linux,
cryptsetup  network.log,Linux,
uname --all,Linux,
lvextend,Linux,
kpartx,Linux,
mount -r report.csv,Linux,
uptime -w network.log,Linux,
useradd  /etc/,Linux,
sar,Linux,
mv -s,Linux,
groupmod,Linux,
initramfs  config.yaml,Linux,
scp -m style.css,Linux,
initramfs  config.yaml,Linux,
mkfs.ext4  logfile.log,Linux,
rmmod,Linux,
grub2-install,Linux,
vim --help docker-compose.yml,Linux,
passwd  dir1,Linux,
df -i dir2,Linux,
tr --force /dev/sda1,Linux,
chown,Linux,
mkdir --quiet /tmp/,Linux,
gdisk -z,Linux,
vgremove -h config.yaml,Linux,
date --dry-run /tmp/,Linux,
vgextend -x dir1,Linux,
locate -p,Linux,
setfacl  index.html,Linux,
ls -z,Linux,
top -p,Linux,
lvremove,Linux,
grub2-install  config.conf,Linux,
iptables -c index.html,Linux,
locate,Linux,
mkfs,Linux,
yum --dry-run backup.tar,Linux,
dracut,Linux,
cryptdisks_start,Linux,
ftp --verbose,Linux,
mkinitramfs -y,Linux,
mkfs -p,Linux,
logrotate -z,Linux,
e2fsck  report.csv,Linux,
mkfs.minix,Linux,
grub2-mkconfig --recursive file1.log,Linux,
head,Linux,
lvscan  file1.log,Linux,
ps,Linux,
mkfs.btrfs  backup.tar,Linux,
batch -a config.yaml,Linux,
watch -x,Linux,
gunzip -t archive.tar.gz,Linux,
df  usb.img,Linux,
scp,Linux,
mkfs.hfsplus,Linux,
mkfs.vfat -d backup.tar,Linux,
lvcreate  /home/user/,Linux,
grub2-install --quiet main.py,Linux,
ln,Linux,
rmdir -z style.css,Linux,
mkfs.minix -z dir1,Linux,
lsblk -o,Linux,
modinfo -y,Linux,
tune2fs,Linux,
pkill -y script.sh,Linux,
blkid  /dev/sda1,Linux,
gdisk --recursive docker-compose.yml,Linux,
mkfs.vfat -e,Linux,
mkinitramfs  /tmp/,Linux,
chpasswd,Linux,
mkinitramfs,Linux,
bg -u /tmp/,Linux,
uptime,Linux,
systemctl -m network.log,Linux,
umount,Linux,
grub-install  /home/user/,Linux,
cryptsetup  logfile.log,Linux,
rm -d docker-compose.yml,Linux,
grub2-mkconfig  style.css,Linux,
blkid,Linux,
sfdisk -l playbook.yml,Linux,
lvreduce -o,Linux,
lvcreate -a /dev/sda1,Linux,
service --recursive,Linux,
kill -a,Linux,
lvremove -x network.log,Linux,
mkfs.ntfs,Linux,
getfacl,Linux,
cryptsetup  output.txt,Linux,
halt -w kubernetes.yml,Linux,
ps --verbose disk.img,Linux,
df  main.py,Linux,
rmmod,Linux,
lvextend,Linux,
head -b /etc/,Linux,
su -m report.csv,Linux,
cryptdisks_stop -e,Linux,
iostat -g,Linux,
lvcreate -z,Linux,
killall,Linux,
du  docker-compose.yml,Linux,
mkinitrd  network.log,Linux,
mkinitrd -l,Linux,
lvscan --help /etc/,Linux,
lvremove,Linux,
xargs -r,Linux,
man --all,Linux,
halt,Linux,
lsattr,Linux,
update-grub -r,Linux,
kpartx  /tmp/,Linux,
uptime,Linux,
scp,Linux,
cryptdisks_stop -p /usr/local/,Linux,
pvdisplay --all config.yaml,Linux,
tee -x disk.img,Linux,
df -t network.log,Linux,
fdisk,Linux,
locate,Linux,
lsusb -z usb.img,Linux,
mkfs.msdos -z /srv/www/,Linux,
lsusb  kubernetes.yml,Linux,
lvremove --dry-run,Linux,
uptime -q,Linux,
lvdisplay -y,Linux,
apt-get,Linux,
sudo --force dir2,Linux,
chage  style.css,Linux,
crontab --quiet,Linux,
update-grub,Linux,
mkinitramfs -a,Linux,
fdisk --verbose,Linux,
uname --all /srv/www/,Linux,
mkfs.minix -w,Linux,
insmod -a /tmp/,Linux,
mkfs.minix,Linux,
mkinitramfs,Linux,
blkid,Linux,
update-grub -r,Linux,
mkfs.vfat  kubernetes.yml,Linux,
iostat -r,Linux,
tune2fs -h,Linux,
head,Linux,
grub-mkconfig -z file2.txt,Linux,
tee,Linux,
vgdisplay  /var/log/,Linux,
batch -p /dev/sda1,Linux,
lsmod -x /mnt/usb,Linux,
less,Linux,
mkfs.ntfs,Linux,
netstat,Linux,
mkfs.ext4,Linux,
vgremove -n,Linux,
service  disk.img,Linux,
killall -d,Linux,
grub2-install  file1.log,Linux,
chmod  playbook.yml,Linux,
blkid  main.py,Linux,
jobs --force,Linux,
env,Linux,
chmod -d,Linux,
useradd -o,Linux,
ps,Linux,
dmstats -o,Linux,
kpartx -s network.log,Linux,
cfdisk -b,Linux,
grub-install  kubernetes.yml,Linux,
usermod  output.txt,Linux,
update-grub -c,Linux,
mkinitramfs,Linux,
update-grub,Linux,
env  /usr/local/,Linux,
dracut  logfile.log,Linux,
vgscan  config.conf,Linux,
cfdisk,Linux,
whoami -z config.yaml,Linux,
ping -c disk.img,Linux,
sudo --recursive,Linux,
kpartx --all config.conf,Linux,
halt,Linux,
crontab -u,Linux,
grub2-mkconfig -n,Linux,
lvremove,Linux,
blkid -u,Linux,
dmstats  /dev/sda1,Linux,
sudo,Linux,
lsblk --dry-run archive.tar.gz,Linux,
pvscan -l usb.img,Linux,
cat  /srv/www/,Linux,
nano -p playbook.yml,Linux,
ssh --version,Linux,
vmstat,Linux,
lspci -v config.conf,Linux,
mkfs -a archive.tar.gz,Linux,
htop,Linux,
ls -r style.css,Linux,
date -l,Linux,
iostat --interactive,Linux,
vgcreate --interactive app.js,Linux,
cfdisk -v,Linux,
depmod  kubernetes.yml,Linux,
cal --force /srv/www/,Linux,
vgdisplay  /dev/sda1,Linux,
touch --dry-run,Linux,
grub-mkconfig -w,Linux,
usermod -r file1.log,Linux,
cal,Linux,
mkfs.btrfs -p usb.img,Linux,
rmmod  file1.log,Linux,
groupdel  index.html,Linux,
grub2-mkconfig,Linux,
grub2-install -x dir2,Linux,
lsblk  /home/user/,Linux,
kpartx  style.css,Linux,
ifconfig,Linux,
df --help file1.log,Linux,
mkinitramfs -d network.log,Linux,
scp  /usr/local/,Linux,
lsblk --help usb.img,Linux,
lsmod --force,Linux,
rsync,Linux,
kpartx,Linux,
mkinitrd,Linux,
chattr,Linux,
mkfs.minix,Linux,
bg,Linux,
mkinitrd -y /usr/local/,Linux,
xargs  report.csv,Linux,
cryptsetup -n,Linux,
e2fsck -b,Linux,
tail,Linux,
alias,Linux,
lsof --dry-run,Linux,
lvcreate,Linux,
locate,Linux,
gdisk  index.html,Linux,
grub2-install -d,Linux,
initramfs,Linux,
mkfs.vfat  file1.log,Linux,
awk,Linux,
grub2-install --recursive kubernetes.yml,Linux,
setfacl -u,Linux,
scp,Linux,
chpasswd  file1.log,Linux,
vgdisplay,Linux,
export -b docker-compose.yml,Linux,
mkfs.ntfs  dir2,Linux,
grub2-install  index.html,Linux,
cut -n config.conf,Linux,
nano  file.txt,Linux,
date --quiet /srv/www/,Linux,
lvremove -s,Linux,
mkfs.hfsplus -t /home/user/,Linux,
cryptdisks_start,Linux,
pvremove  disk.img,Linux,
crontab -z,Linux,
systemctl  /home/user/,Linux,
dmidecode,Linux,
crontab -e /srv/www/,Linux,
mkswap,Linux,
grub-mkconfig -i,Linux,
at,Linux,
locate,Linux,
grub-install -n,Linux,
alias,Linux,
nano,Linux,
echo  main.py,Linux,
tail  main.py,Linux,
free,Linux,
mv  /usr/local/,Linux,
fsck,Linux,
uptime -b playbook.yml,Linux,
vgextend  docker-compose.yml,Linux,
man -q,Linux,
mkfs.ntfs --interactive /tmp/,Linux,
pkill  dir1,Linux,
iostat --all docker-compose.yml,Linux,
blkid -r /var/log/,Linux,
losetup,Linux,
vgcreate,Linux,
grep,Linux,
cryptdisks_stop -h,Linux,
kpartx  dir1,Linux,
lvcreate  output.txt,Linux,
cp -v /var/log/,Linux,
blkid  index.html,Linux,
dmsetup,Linux,
cat -l /srv/www/,Linux,
setfacl,Linux,
lshw,Linux,
mkfs.xfs -u,Linux,
grep,Linux,
dmesg -p /etc/,Linux,
update-initramfs -w,Linux,
lsblk -x,Linux,
mkfs.msdos -v /etc/,Linux,
lvscan -y playbook.yml,Linux,
man --force,Linux,
halt --recursive main.py,Linux,
batch -q index.html,Linux,
updatedb -h config.yaml,Linux,
find  output.txt,Linux,
grub-mkconfig --all /dev/sda1,Linux,
blkid -z playbook.yml,Linux,
whoami --force /tmp/,Linux,
uname -d dir2,Linux,
fdisk -u,Linux,
mdadm,Linux,
fsck  docker-compose.yml,Linux,
lvcreate,Linux,
service  /usr/local/,Linux,
sudoedit,Linux,
kpartx -u kubernetes.yml,Linux,
rmdir  dir1,Linux,
rmmod -o archive.tar.gz,Linux,
rmdir  index.html,Linux,
dmstats,Linux,
grub-mkconfig --recursive,Linux,
vgcreate  /home/user/,Linux,
pvresize --interactive,Linux,
nohup  /dev/sda1,Linux,
tail -w /mnt/usb,Linux,
chown --dry-run,Linux,
df -u file2.txt,Linux,
shutdown -y file1.log,Linux,
man --version logfile.log,Linux,
logrotate -f,Linux,
apt-get,Linux,
curl --all dir2,Linux,
date  /home/user/,Linux,
date -n,Linux,
usermod  /mnt/usb,Linux,
free -z file2.txt,Linux,
service  /usr/local/,Linux,
mkinitramfs,Linux,
lvreduce  disk.img,Linux,
initramfs  /var/log/,Linux,
mkfs.ntfs -i main.py,Linux,
htop -o backup.tar,Linux,
mkinitramfs -o usb.img,Linux,
lvscan -n,Linux,
sudoedit,Linux,
bg,Linux,
mkfs.msdos --recursive,Linux,
lvextend -h kubernetes.yml,Linux,
swapon --interactive /usr/local/,Linux,
chattr  usb.img,Linux,
ping  kubernetes.yml,Linux,
vgremove --quiet,Linux,
losetup --quiet disk.img,Linux,
df -m config.conf,Linux,
stat -x,Linux,
screen  /home/user/,Linux,
mkswap  app.js,Linux,
grub-mkconfig -w dir1,Linux,
tune2fs,Linux,
lsblk,Linux,
cryptsetup -i,Linux,
jobs  kubernetes.yml,Linux,
apt-get  file2.txt,Linux,
netstat -h dir1,Linux,
sar  /dev/sda1,Linux,
vgremove,Linux,
cryptdisks_stop,Linux,
mkinitramfs -o kubernetes.yml,Linux,
batch -r,Linux,
chmod,Linux,
grub-mkconfig  app.js,Linux,
df -m,Linux,
vgcreate,Linux,
cfdisk -n kubernetes.yml,Linux,
tee,Linux,
rmmod  style.css,Linux,
scp -z /dev/sda1,Linux,
rmdir  file2.txt,Linux,
update-initramfs  config.yaml,Linux,
screen,Linux,
dracut --recursive,Linux,
gunzip -b,Linux,
fsck -z,Linux,
dmsetup --interactive,Linux,
xargs -u disk.img,Linux,
parted -r usb.img,Linux,
ssh -n archive.tar.gz,Linux,
iostat,Linux,
service --quiet,Linux,
pwd  index.html,Linux,
less  /tmp/,Linux,
chattr  style.css,Linux,
fg -e script.sh,Linux,
mkfs.ntfs -c,Linux,
userdel  file1.log,Linux,
ps -c,Linux,
tmux -h main.py,Linux,
dmsetup --interactive config.conf,Linux,
pvmove -q,Linux,
mkdir -o,Linux,
kill -p style.css,Linux,
lsblk -w main.py,Linux,
watch  main.py,Linux,
kpartx,Linux,
mkfs.xfs -s,Linux,
dmstats  /srv/www/,Linux,
du  index.html,Linux,
kill,Linux,
top -l,Linux,
mount  config.conf,Linux,
kpartx -l,Linux,
getfacl -y,Linux,
losetup,Linux,
uptime -x,Linux,
cp --all,Linux,
mkfs.vfat --version,Linux,
losetup -p,Linux,
grub-mkconfig --all usb.img,Linux,
vgremove -e,Linux,
grep  /srv/www/,Linux,
uptime,Linux,
find --force report.csv,Linux,
mount,Linux,
sar -x,Linux,
cryptsetup  /mnt/usb,Linux,
